ticket_id,customer_id,category,priority,status,created_at,first_response_at,resolved_at,rating,resolution_text,agent_name,channel,is_escalated
TKT-01004,CUST-0210,ACCOUNT,med,Open,"Nov 26, 2025+05:30",26/11/2025,11/26/2025 02:00,1 stars,Issue resolved by resetting the API key and clearing the cache.,Christopher,Phone,1
TKT-00307,CUST-0076,feature_request,medium,Resolved,07-11-2025-08:00,07/11/2025 08:00,21/07/2025,3 stars,Issue resolved by resetting the API key and clearing the cache.,Robert,Email,true
TKT-01364,CUST-0189,Billing,critical,in_progress,28/10/2023+09:00,10/28/2023 12:00,2023/11/04, 5 ,Provided documentation link for the integration setup.,,,0
TKT-01455,CUST-0444,technical,HIGH,closed,2023/01/29-05:00,2023/01/30,29/01/2023,,,Karen,Email,0
TKT-00847,CUST-8998,technical,CRITICAL,Open,13/11/2024-05:00,2024-11-13T04:00:00,13-Nov-2024,one,User error - provided step-by-step guide.,Sarah,phone,false
TKT-00676,CUST-0266,Billing,HIGH,IN_PROGRESS,2023-06-09,06/09/2023 04:00,, 3 ,Refund processed as per company policy.,John,chat,true
TKT-01929,CUST-0283,ACCOUNT,HIGH,CLOSED,2025-04-14T00:00:00,2025-04-14T00:30:00,2025-04-19T00:00:00,4.0,Issue resolved by resetting the API key and clearing the cache.,William,Phone,1
TKT-00416,CUST-0376,billing,med,in_progress,10/14/2024 00:00-05:00,2024/10/17,14/10/2024,4,,Linda,email,N
TKT-01739,CUST-0302,ACCOUNT,hi,IN_PROGRESS,2023/08/25,"Aug 25, 2023","Aug 30, 2023",N/A,Provided documentation link for the integration setup.,Jessica,Email,True
TKT-00937,CUST-0406,billing,medium,Resolved,12-29-2024+00:00,29-Dec-2024,2024-12-29T01:00:00,5,<p>Resolved via <b>live chat</b> session.</p>,David,phone,no
TKT-00253,CUST-0487,security,medium,in_progress,"Aug 11, 2023-08:00",2023/08/11,08/18/2023 00:00,3 stars,,Jennifer,chat,False
TKT-00897,CUST-0322,billing,Low,open,2024/10/24,2024/10/24,2024/10/31,N/A,Customer was on an outdated plan. Migrated to current tier.,Joseph,in-app,no
TKT-01242,CUST-0270,Billing,critical,Resolved,06/09/2024 00:00+05:30,2024-06-09,10-Jun-2024,,,,in-app,False
TKT-01096,CUST-0112,Billing,hi,in_progress,"Sep 25, 2024+05:30","Sep 25, 2024",09-25-2024,1,Customer was on an outdated plan. Migrated to current tier.,Barbara,phone,yes
TKT-00089,CUST-0443,Billing,HIGH,Open,03/15/2023 00:00+03:00,16/03/2023,2023/03/25,3.0,<p>Resolved via <b>live chat</b> session.</p>,Robert,CHAT,no
TKT-01209,CUST-0070,integration,Low,closed,2024/01/18-08:00,18-Jan-2024,18/01/2024,3/5,Escalated to engineering team for further investigation.,Patricia,phone,no
TKT-00098,CUST-0187,Integration,high,Resolved,"Dec 21, 2023+05:30",N/A,2023-12-21,,<div>Fixed the <a href='#'>configuration</a> issue</div>,James,CHAT,yes
TKT-00746,CUST-0363,feature_request,high,closed,04-03-2024-08:00,2024-04-04,, 3 ,Escalated to engineering team for further investigation.,Christopher,,Y
TKT-00044,CUST-0346,ACCOUNT,HIGH,closed,2023-06-19T00:00:00,06-19-2023,2023-06-22, 1 ,,Jennifer,phone,False
TKT-00149,CUST-0283,Integration,med,Resolved,"Aug 26, 2025Z",08-29-2025,N/A,four,,,phone,True
TKT-00977,CUST-0254,TECHNICAL,low,escalated,02-02-2025,2025-02-05T00:00:00,2025/02/03, 4 ,,,Phone,1
TKT-00274,CUST-0122,security,HIGH,escalated,02/25/2023 00:00-05:00,26/02/2023,2023/03/04, 2 ,Network issue on customer side. Confirmed with traceroute.,Barbara,chat,0
TKT-00624,CUST-0348,Integration,medium,resolved,08/05/2025 00:00,08-05-2025,2025-08-05T08:00:00,5.0,Network issue on customer side. Confirmed with traceroute.,Robert,in-app,True
TKT-01549,CUST-0029,account,low,CLOSED,11/03/2024-05:00,13/03/2024,03-14-2024, 4 ,Provided documentation link for the integration setup.,Jessica,CHAT,1
TKT-01640,CUST-0467,feature_request,HIGH,CLOSED,06-Nov-2023,2023-11-06T01:00:00,11/06/2023 01:00,3 stars,Issue resolved by resetting the API key and clearing the cache.,Joseph,in-app,yes
TKT-01962,CUST-0379,Integration,critical,open,22/12/2024+00:00,2024-12-22T01:00:00,12-22-2024,four,,Patricia,CHAT,False
TKT-00475,CUST-0379,security,Medium,IN_PROGRESS,08-21-2023-08:00,2023/08/21,21/08/2023,three,Network issue on customer side. Confirmed with traceroute.,Thomas,in-app,N
TKT-01445,CUST-0383,feature_request,medium,Open,2025-04-13+03:00,,04/14/2025 00:00,N/A,Bug confirmed in v2.3.1. Hotfix deployed.,Mary,email,False
TKT-01188,CUST-0196,billing,high,CLOSED,2023/10/31+05:30,2023-11-02,2023-11-02T00:00:00, 4 ,Customer was on an outdated plan. Migrated to current tier.,Sarah,chat,0
TKT-01789,CUST-0090,,medium,resolved,06/10/2025+03:00,10/07/2025 00:00,06-Oct-2025, 1 ,,Thomas,Phone,Y
TKT-01170,CUST-0407,technical,Medium,IN_PROGRESS,01/21/2024 00:00,2024-01-22,01/22/2024 00:00,1.0,Provided documentation link for the integration setup.,Jennifer,phone,Y
TKT-00672,CUST-0085,,hi,closed,05-15-2024-05:00,15/05/2024,N/A, 5 ,Issue resolved by resetting the API key and clearing the cache.,Joseph,phone,yes
TKT-01830,CUST-0132,TECHNICAL,crit,resolved,2023-12-17T00:00:00-05:00,12/17/2023 00:30,2023-12-27T00:00:00,five,Network issue on customer side. Confirmed with traceroute.,Patricia,chat,0
TKT-01122,CUST-0274,Feature Request,high,Resolved,2024-05-27T00:00:00+05:30,27/05/2024,05/27/2024 08:00,three,User error - provided step-by-step guide.,Sarah,chat,1
TKT-01464,CUST-0386,,critical,resolved,2025/02/25+05:30,"Feb 25, 2025",02-25-2025,3 stars,Issue resolved by resetting the API key and clearing the cache.,Mary,in-app,True
TKT-00689,CUST-0019,,high,escalated,2025-05-07T00:00:00-05:00,07/05/2025,2025/05/07,5.0,Provided documentation link for the integration setup.,,CHAT,true
TKT-01078,CUST-0415,Billing,low,CLOSED,2025-06-04Z,2025-06-06T00:00:00,2025-06-04,3.0,Provided documentation link for the integration setup.,Karen,,True
TKT-00408,CUST-0247,Integration,low,resolved,"Aug 09, 2023-05:00",08-09-2023,09-Aug-2023,N/A,User error - provided step-by-step guide.,,Email,0
TKT-01920,CUST-8098,technical,Low,open,"Jun 10, 2025+09:00",,20-Jun-2025,4 stars,Provided documentation link for the integration setup.,Karen,chat,yes
TKT-01735,CUST-0147,TECHNICAL,low,Open,2025-10-07T00:00:00,2025-10-07T00:30:00,10-09-2025,4/5,,James,email,1
TKT-00781,CUST-0483,,medium,in_progress,2024-10-24T00:00:00-08:00,"Oct 24, 2024",2024-10-24T02:00:00,5,,Thomas,email,True
TKT-01021,CUST-0228,technical,CRITICAL,in_progress,31/07/2024,2024-07-31T04:00:00,31-Jul-2024,N/A,Network issue on customer side. Confirmed with traceroute.,Elizabeth,Phone,0
TKT-00558,CUST-0168,ACCOUNT,Medium,escalated,2024-02-25T00:00:00,N/A,2024/03/01,N/A,User error - provided step-by-step guide.,Patricia,Phone,0
TKT-00553,CUST-8002,feature_request,hi,CLOSED,07-Jul-2023+03:00,2023/07/07,07/07/2023,three,Network issue on customer side. Confirmed with traceroute.,Linda,chat,Y
TKT-00120,CUST-0268,Feature Request,CRITICAL,in_progress,06-07-2025+03:00,2025-06-07,2025-06-07T12:00:00,5 stars,Customer was on an outdated plan. Migrated to current tier.,Mary,CHAT,0
TKT-00131,CUST-0463,integration,med,Open,"Nov 10, 2025-08:00",11/12/2025 00:00,11-10-2025,4,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,,N
TKT-00293,CUST-8947,integration,Low,CLOSED,02/12/2025+00:00,12/02/2025 00:30,2025-12-05T00:00:00,N/A,,Jennifer,phone,1
TKT-01384,CUST-0298,billing,CRITICAL,in_progress,2024/03/17-05:00,03/17/2024 00:30,null,,Issue resolved by resetting the API key and clearing the cache.,William,in-app,False
TKT-00233,CUST-0344,integration,low,Resolved,05/26/2025 00:00,2025-05-26T00:30:00,26/05/2025,5/5,Customer was on an outdated plan. Migrated to current tier.,Thomas,in-app,true
TKT-01632,CUST-0491,security,low,escalated,2023-08-26+03:00,N/A,2023-08-31T00:00:00,,,Robert,Phone,1
TKT-01683,CUST-0386,technical,medium,closed,"Jul 16, 2024+09:00",2024-07-16,null,,,Michael,chat,false
TKT-01387,CUST-0092,,med,escalated,10-Apr-2023,04/13/2023 00:00,17/04/2023,5.0,Escalated to engineering team for further investigation.,Robert,chat,True
TKT-01269,CUST-0278,security,med,escalated,2024/12/02+03:00,03-Dec-2024,"Dec 02, 2024",,Refund processed as per company policy.,Karen,chat,yes
TKT-00566,CUST-0131,feature_request,Low,IN_PROGRESS,2025/05/29+03:00,,05-29-2025,4,,Linda,Email,False
TKT-00105,CUST-0318,TECHNICAL,critical,Resolved,06-10-2023Z,2023-06-10,11-Jun-2023,4.0,<p>Resolved via <b>live chat</b> session.</p>,Mary,in-app,1
TKT-00245,CUST-0470,integration,med,escalated,22/01/2025+00:00,2025/01/22,2025/01/22,four,<p>Resolved via <b>live chat</b> session.</p>,Jennifer,in-app,yes
TKT-00005,CUST-0181,ACCOUNT,Medium,CLOSED,06-10-2024+00:00,06/10/2024 02:00,10-Jun-2024,N/A,Escalated to engineering team for further investigation.,William,in-app,0
TKT-00291,CUST-0113,,med,Resolved,"May 06, 2023Z",06/05/2023,08-May-2023,5.0,,Patricia,Email,False
TKT-01375,CUST-0337,Billing,med,resolved,05/26/2024 00:00,2024-05-26T01:00:00,26-May-2024,3,Issue resolved by resetting the API key and clearing the cache.,Elizabeth,Phone,true
TKT-01221,CUST-0391,security,medium,escalated,2023/03/10+09:00,"Mar 10, 2023",2023/03/10,3.0,Refund processed as per company policy.,Elizabeth,Phone,true
TKT-00603,CUST-0359,account,hi,Resolved,2024-12-02T00:00:00+05:30,2024-12-02,2024/12/12,4/5,Customer was on an outdated plan. Migrated to current tier.,Thomas,in-app,1
TKT-01972,CUST-0199,Feature Request,medium,Open,04/19/2024 00:00,22-Apr-2024,24-Apr-2024,5/5,Refund processed as per company policy.,Patricia,email,False
TKT-00176,CUST-0473,security,hi,closed,"Apr 09, 2025+03:00",2025-04-10,,,<p>Resolved via <b>live chat</b> session.</p>,,in-app,False
TKT-00683,CUST-0314,Billing,med,resolved,12-Jul-2025-08:00,"Jul 12, 2025",12/07/2025,,Provided documentation link for the integration setup.,David,email,0
TKT-01824,CUST-0003,Integration,med,Open,2025/12/24Z,24/12/2025,2025/12/31,three,Provided documentation link for the integration setup.,Sarah,phone,N
TKT-00228,CUST-0170,feature_request,medium,Resolved,2024/03/30Z,30-Mar-2024,09/04/2024,four,,Jessica,Phone,no
TKT-01872,CUST-0120,security,med,in_progress,"Jan 24, 2025+03:00",2025/01/24,24-Jan-2025,four,Customer was on an outdated plan. Migrated to current tier.,David,CHAT,no
TKT-01028,CUST-0042,,HIGH,CLOSED,2023-06-02-05:00,02-Jun-2023,,1/5,Issue resolved by resetting the API key and clearing the cache.,Karen,phone,N
TKT-00812,CUST-0118,technical,high,Open,2024-05-19T00:00:00,19/05/2024,"May 19, 2024",,<p>Resolved via <b>live chat</b> session.</p>,Michael,in-app,yes
TKT-01944,CUST-0013,feature_request,HIGH,closed,06/13/2025 00:00+05:30,15-Jun-2025,06-18-2025,5.0,Provided documentation link for the integration setup.,Jessica,phone,False
TKT-00259,CUST-0293,feature_request,med,Resolved,30/03/2023-08:00,30/03/2023,N/A,4 stars,Network issue on customer side. Confirmed with traceroute.,Sarah,chat,False
TKT-00482,CUST-0379,Feature Request,med,Open,"Jan 11, 2024-05:00",11/01/2024,null,five,<div>Fixed the <a href='#'>configuration</a> issue</div>,Elizabeth,,Y
TKT-00388,CUST-0349,ACCOUNT,crit,CLOSED,"Dec 04, 2023+09:00",2023-12-04,12/11/2023 00:00,,Bug confirmed in v2.3.1. Hotfix deployed.,Richard,chat,True
TKT-01796,CUST-0047,technical,high,escalated,19-Oct-2024+05:30,19/10/2024,2024/10/29,4,,Jennifer,CHAT,no
TKT-00165,CUST-0089,feature_request,high,escalated,07/24/2025 00:00+03:00,"Jul 24, 2025",2025-08-03T00:00:00,4/5,Provided documentation link for the integration setup.,John,chat,1
TKT-00980,CUST-0090,TECHNICAL,CRITICAL,CLOSED,2025-09-07T00:00:00,2025-09-07,09-07-2025,1,Refund processed as per company policy.,Jennifer,,True
TKT-01804,CUST-0017,Billing,med,open,2023/05/08,2023-05-08T04:00:00,2023/05/10, 2 ,Network issue on customer side. Confirmed with traceroute.,Joseph,Phone,1
TKT-00842,CUST-0443,technical,high,resolved,2023-07-30-05:00,2023-07-30T04:00:00,09-Aug-2023,5 stars,Escalated to engineering team for further investigation.,Robert,Email,true
TKT-01462,CUST-0171,Feature Request,medium,escalated,"May 29, 2025-08:00",29-May-2025,2025/05/31,5,Customer was on an outdated plan. Migrated to current tier.,Mary,Phone,Y
TKT-01583,CUST-0015,billing,HIGH,escalated,28-Dec-2024-08:00,2024/12/28,,5,Issue resolved by resetting the API key and clearing the cache.,James,phone,N
TKT-00915,CUST-0382,security,CRITICAL,escalated,08-Mar-2024+09:00,"Mar 08, 2024",09-Mar-2024,3/5,Customer was on an outdated plan. Migrated to current tier.,,Email,true
TKT-01992,CUST-0197,TECHNICAL,low,IN_PROGRESS,06/19/2025 00:00,06/22/2025 00:00,2025-06-24,N/A,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,in-app,true
TKT-01411,CUST-0092,TECHNICAL,CRITICAL,Open,10/05/2024 00:00Z,07/10/2024,2024-10-10,,,Sarah,CHAT,1
TKT-01382,CUST-0397,security,crit,resolved,"Jul 27, 2024-08:00",2024-07-27T08:00:00,2024/08/06, 4 ,Provided documentation link for the integration setup.,Christopher,,False
TKT-00164,CUST-0161,TECHNICAL,Medium,Open,20-Jan-2024+03:00,01/20/2024 08:00,01/25/2024 00:00, 5 ,User error - provided step-by-step guide.,Linda,in-app,1
TKT-01861,CUST-0176,technical,HIGH,Resolved,06-26-2025+00:00,06/26/2025 12:00,28/06/2025,3/5,<p>Resolved via <b>live chat</b> session.</p>,Robert,Email,N
TKT-00139,CUST-0190,feature_request,Medium,closed,2025-01-18T00:00:00,,,N/A,Refund processed as per company policy.,Susan,chat,false
TKT-01650,CUST-0196,,Low,Open,12-16-2025-08:00,12/16/2025 12:00,,4,Provided documentation link for the integration setup.,William,,False
TKT-00145,CUST-0379,,HIGH,IN_PROGRESS,11/26/2025 00:00,2025/11/26,26-Nov-2025,,User error - provided step-by-step guide.,Thomas,,Y
TKT-00757,CUST-0438,Feature Request,Low,open,2023/04/17,2023/04/17,"Apr 19, 2023",five,,Jessica,,no
TKT-00725,CUST-0085,integration,CRITICAL,open,2023/02/25Z,02-25-2023,2023/03/02, 4 ,<p>Resolved via <b>live chat</b> session.</p>,Michael,email,True
TKT-00279,CUST-0066,ACCOUNT,critical,closed,2025-12-29T00:00:00+05:30,2025-12-29,30/12/2025,2 stars,,James,in-app,True
TKT-00696,CUST-0138,Integration,Low,in_progress,02/29/2024 00:00,N/A,2024/03/02,5,Customer was on an outdated plan. Migrated to current tier.,Richard,chat,1
TKT-01751,CUST-0157,integration,CRITICAL,escalated,30/12/2024+09:00,"Jan 01, 2025",2025-01-06T00:00:00,,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jessica,chat,0
TKT-01896,CUST-0335,feature_request,Low,resolved,2025/08/12+00:00,2025-08-12,2025-08-12T08:00:00,,,Linda,Phone,0
TKT-01616,CUST-0143,technical,low,resolved,2023/09/13+03:00,,16/09/2023,5.0,Customer was on an outdated plan. Migrated to current tier.,Joseph,CHAT,Y
TKT-01950,CUST-0247,technical,CRITICAL,IN_PROGRESS,04/24/2025 00:00+09:00,04/26/2025 00:00,04/29/2025 00:00,5,,Michael,in-app,N
TKT-01287,CUST-0450,technical,crit,in_progress,11/12/2024,11/12/2024,2024-12-18,5.0,Issue resolved by resetting the API key and clearing the cache.,Jessica,Email,N
TKT-01898,CUST-0423,Feature Request,med,IN_PROGRESS,2024/04/04,04-04-2024,2024-04-09,4/5,Bug confirmed in v2.3.1. Hotfix deployed.,Elizabeth,phone,true
TKT-01228,CUST-0301,,CRITICAL,IN_PROGRESS,06/05/2025+03:00,05/06/2025 01:00,08/05/2025,five,Customer was on an outdated plan. Migrated to current tier.,John,email,False
TKT-01553,CUST-0234,account,CRITICAL,Open,06/24/2023 00:00Z,06-24-2023,,,,David,Phone,0
TKT-01222,CUST-0433,Feature Request,med,escalated,2024-11-29-08:00,30/11/2024,29/11/2024,4.0,,Richard,chat,yes
TKT-01309,CUST-0462,account,Medium,escalated,2025-12-17T00:00:00+00:00,19-Dec-2025,null,5,Customer was on an outdated plan. Migrated to current tier.,Patricia,,Y
TKT-01787,CUST-0026,Integration,crit,Resolved,12-Mar-2023+03:00,03/15/2023 00:00,"Mar 12, 2023", 4 ,Provided documentation link for the integration setup.,James,Email,false
TKT-01497,CUST-0442,ACCOUNT,low,Open,2024/01/14Z,2024-01-14T08:00:00,15-Jan-2024,,Customer was on an outdated plan. Migrated to current tier.,Linda,,True
TKT-01262,CUST-0344,ACCOUNT,Low,Open,"Jul 25, 2024-08:00",2024-07-25,null,3,Refund processed as per company policy.,Karen,in-app,Y
TKT-00337,CUST-0225,TECHNICAL,medium,escalated,2025-05-17T00:00:00+05:30,,05/24/2025 00:00,5,,Barbara,email,1
TKT-00185,CUST-0363,feature_request,crit,resolved,02/29/2024 00:00-05:00,2024-02-29,null,4,,Susan,Phone,True
TKT-00335,CUST-0355,,Medium,Open,18/11/2025+05:30,21-Nov-2025,2025/11/20,4 stars,Refund processed as per company policy.,John,,False
TKT-01437,CUST-0442,account,high,Open,12-20-2025+09:00,2025/12/20,N/A,5/5,Network issue on customer side. Confirmed with traceroute.,Susan,chat,True
TKT-00444,CUST-0214,Integration,CRITICAL,closed,11-23-2025+00:00,2025-11-26T00:00:00,25-Nov-2025, 5 ,,Karen,Email,false
TKT-01731,CUST-0086,feature_request,critical,IN_PROGRESS,2024/12/31+09:00,2024-12-31,31/12/2024,N/A,Bug confirmed in v2.3.1. Hotfix deployed.,William,email,true
TKT-00413,CUST-0286,security,high,IN_PROGRESS,07-Feb-2025,02/07/2025 08:00,02-07-2025,4,,David,chat,no
TKT-01877,CUST-0009,billing,crit,open,2025/09/28Z,09-28-2025,2025/10/05,N/A,<p>Resolved via <b>live chat</b> session.</p>,,Phone,0
TKT-01533,CUST-0020,feature_request,low,in_progress,07-28-2025+09:00,28-Jul-2025,07/28/2025 12:00, 4 ,,David,chat,false
TKT-01267,CUST-0136,Feature Request,critical,escalated,2023-08-15T00:00:00+03:00,2023-08-15,2023/08/15,,,Richard,email,1
TKT-00310,CUST-0496,ACCOUNT,crit,Open,2025-11-25+03:00,11-25-2025,2025/12/05,5,<p>Resolved via <b>live chat</b> session.</p>,Jessica,,1
TKT-00668,CUST-0264,,CRITICAL,escalated,15/07/2025Z,15-Jul-2025,15-Jul-2025,,Customer was on an outdated plan. Migrated to current tier.,Karen,,false
TKT-01996,CUST-0029,integration,critical,in_progress,2023/08/22,22/08/2023,08/22/2023 04:00,5 stars,Customer was on an outdated plan. Migrated to current tier.,Joseph,CHAT,Y
TKT-00534,CUST-0012,account,high,closed,18/09/2024,"Sep 18, 2024",09/18/2024 02:00,N/A,Provided documentation link for the integration setup.,Linda,email,yes
TKT-00363,CUST-8005,billing,Medium,open,03/05/2025 00:00+00:00,03/05/2025 02:00,03/05/2025 08:00,N/A,Refund processed as per company policy.,Michael,CHAT,1
TKT-00399,CUST-0486,,low,closed,2024-02-19,"Feb 19, 2024",2024-02-19,3 stars,Escalated to engineering team for further investigation.,Jennifer,Email,0
TKT-00391,CUST-0137,security,CRITICAL,IN_PROGRESS,06-29-2025,2025-06-29T12:00:00,06/07/2025,4/5,Bug confirmed in v2.3.1. Hotfix deployed.,Jennifer,chat,0
TKT-00193,CUST-0012,integration,hi,CLOSED,"Jul 27, 2023+03:00",2023-07-30,07-27-2023,3.0,<p>Resolved via <b>live chat</b> session.</p>,Christopher,email,False
TKT-00726,CUST-0407,Integration,critical,Open,"Nov 21, 2024",11-21-2024,2024/11/24, 5 ,Bug confirmed in v2.3.1. Hotfix deployed.,William,,1
TKT-01472,CUST-0104,account,hi,resolved,08-May-2024+05:30,,, 2 ,,James,Email,1
TKT-01345,CUST-0156,TECHNICAL,critical,open,20-Sep-2023-08:00,2023/09/22,09-27-2023, 4 ,Provided documentation link for the integration setup.,Barbara,Email,1
TKT-01219,CUST-0188,,hi,IN_PROGRESS,16-Feb-2025+05:30,02/16/2025 02:00,02-16-2025,4 stars,Customer was on an outdated plan. Migrated to current tier.,Patricia,in-app,yes
TKT-01633,CUST-0366,integration,HIGH,CLOSED,"Dec 27, 2024+05:30",12/27/2024 08:00,30-Dec-2024,N/A,,Jessica,chat,True
TKT-01635,CUST-0345,Billing,hi,Resolved,12-31-2025+00:00,2025/12/31,2026-01-03T00:00:00,2 stars,<div>Fixed the <a href='#'>configuration</a> issue</div>,James,CHAT,True
TKT-00941,CUST-0095,Integration,HIGH,closed,25-Feb-2023-08:00,N/A,, 3 ,Refund processed as per company policy.,Susan,email,0
TKT-00967,CUST-0116,,low,Resolved,28/11/2023,11-28-2023,28/11/2023, 4 ,,William,CHAT,Y
TKT-00818,CUST-0174,billing,Medium,Resolved,2023-03-16T00:00:00,2023/03/16,03/18/2023 00:00,4,<div>Fixed the <a href='#'>configuration</a> issue</div>,James,,0
TKT-01878,CUST-0127,TECHNICAL,hi,resolved,2023-09-09,09/10/2023 00:00,16-Sep-2023,,Refund processed as per company policy.,John,phone,Y
TKT-00237,CUST-0498,Billing,high,CLOSED,2023-10-15T00:00:00,10/15/2023 12:00,10-15-2023, 4 ,User error - provided step-by-step guide.,David,chat,0
TKT-01120,CUST-0470,account,HIGH,IN_PROGRESS,2024/09/18+00:00,2024-09-18,18/09/2024,4 stars,Refund processed as per company policy.,Jennifer,Phone,1
TKT-00112,CUST-0081,billing,critical,resolved,2024/01/04+09:00,01/04/2024 12:00,null,two,,Linda,phone,true
TKT-00722,CUST-0494,account,crit,in_progress,2025/03/10Z,2025-03-10,03/10/2025 02:00,,<p>Resolved via <b>live chat</b> session.</p>,,in-app,0
TKT-00991,CUST-0014,Feature Request,high,in_progress,09/11/2023 00:00-05:00,2023-09-11,2023-09-13T00:00:00, 5 ,Bug confirmed in v2.3.1. Hotfix deployed.,Mary,,false
TKT-01137,CUST-0460,account,high,in_progress,"Sep 16, 2024+00:00",16/09/2024,"Sep 21, 2024",5,,,,False
TKT-00217,CUST-0248,,critical,Resolved,2025-02-07,2025/02/09,"Feb 10, 2025", 5 ,Refund processed as per company policy.,Karen,in-app,no
TKT-00171,CUST-0006,technical,critical,Resolved,01/10/2023 00:00,01/10/2023 04:00,01/10/2023 08:00,4 stars,Refund processed as per company policy.,Patricia,Email,Y
TKT-01128,CUST-0042,billing,CRITICAL,Open,01-Jul-2025,2025-07-01T08:00:00,"Jul 01, 2025",4 stars,<p>Resolved via <b>live chat</b> session.</p>,Michael,chat,True
TKT-00918,CUST-0409,,CRITICAL,in_progress,2023/07/27+05:30,27/07/2023,28-Jul-2023, 4 ,User error - provided step-by-step guide.,Elizabeth,CHAT,0
TKT-01306,CUST-0272,Feature Request,Medium,IN_PROGRESS,06-19-2025,06/22/2025 00:00,2025/06/19,two,,Mary,in-app,1
TKT-01197,CUST-0163,integration,med,Resolved,06-13-2024+03:00,"Jun 13, 2024",23/06/2024,2.0,,Sarah,,1
TKT-01490,CUST-0139,TECHNICAL,HIGH,CLOSED,13-Mar-2025-08:00,2025/03/13,2025/03/20,3 stars,Refund processed as per company policy.,Joseph,Email,True
TKT-01597,CUST-0139,,med,open,2025-07-14-05:00,07/17/2025 00:00,,5/5,Network issue on customer side. Confirmed with traceroute.,,in-app,0
TKT-00866,CUST-0493,technical,Medium,Open,2023-11-30T00:00:00-08:00,30-Nov-2023,12-10-2023,,,Susan,email,false
TKT-00803,CUST-0367,integration,low,escalated,13-Oct-2025+05:30,10/13/2025 12:00,2025-10-13T02:00:00,N/A,Issue resolved by resetting the API key and clearing the cache.,Jessica,,0
TKT-01043,CUST-0222,billing,Low,in_progress,11-09-2024,2024-11-09T02:00:00,,,,Joseph,in-app,N
TKT-00522,CUST-0244,Feature Request,medium,IN_PROGRESS,2024-03-25Z,"Mar 25, 2024",03-26-2024,2/5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jennifer,in-app,0
TKT-00455,CUST-0004,Feature Request,high,in_progress,2023-02-14+00:00,2023/02/15,21-Feb-2023,,Bug confirmed in v2.3.1. Hotfix deployed.,Richard,CHAT,True
TKT-00718,CUST-0340,technical,crit,closed,06-21-2024Z,2024-06-24,null,,,Barbara,Email,yes
TKT-00368,CUST-0479,Billing,CRITICAL,CLOSED,2025-08-26Z,2025-08-26T04:00:00,,,Escalated to engineering team for further investigation.,Patricia,chat,Y
TKT-01626,CUST-0103,security,crit,Resolved,09/12/2024-05:00,12-09-2024,2024-12-10, 4 ,Provided documentation link for the integration setup.,Karen,email,yes
TKT-00550,CUST-0166,TECHNICAL,medium,escalated,08/28/2024 00:00-05:00,08/28/2024 04:00,28/08/2024,4/5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Richard,CHAT,0
TKT-00346,CUST-0421,Feature Request,Low,open,07/18/2023 00:00+00:00,"Jul 18, 2023",2023/07/18,five,,Christopher,Phone,true
TKT-00585,CUST-0259,integration,Low,escalated,2025-08-02-08:00,08/02/2025 00:30,"Aug 02, 2025",4/5,Refund processed as per company policy.,William,Email,False
TKT-00289,CUST-0027,TECHNICAL,Medium,open,2024/08/18+00:00,N/A,23/08/2024,5.0,Customer was on an outdated plan. Migrated to current tier.,Richard,,0
TKT-00305,CUST-0476,feature_request,medium,open,13/04/2024,04/13/2024 00:30,04/18/2024 00:00,5,<p>Resolved via <b>live chat</b> session.</p>,Elizabeth,Phone,1
TKT-00600,CUST-8385,integration,hi,escalated,2025/06/24+03:00,2025/06/24,06-24-2025,N/A,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,email,1
TKT-00971,CUST-0110,integration,Medium,Open,01-15-2024,16-Jan-2024,2024/01/15, 1 ,Provided documentation link for the integration setup.,Barbara,chat,true
TKT-01050,CUST-0336,integration,high,Open,02-27-2025+09:00,2025-02-27T02:00:00,2025-02-27,4 stars,Refund processed as per company policy.,John,Phone,Y
TKT-01392,CUST-0291,ACCOUNT,Low,CLOSED,29/03/2023,03-29-2023,null,5,,Mary,Phone,False
TKT-01150,CUST-8274,ACCOUNT,Medium,escalated,2023/02/18-05:00,,18-Feb-2023,3 stars,Refund processed as per company policy.,Karen,,0
TKT-00924,CUST-0147,Billing,med,closed,11-03-2024+00:00,11/05/2024 00:00,11/04/2024 00:00,5.0,Escalated to engineering team for further investigation.,David,Email,false
TKT-00825,CUST-0047,Feature Request,Low,open,2025-08-13T00:00:00,2025-08-13T12:00:00,08-16-2025,,,Michael,Email,1
TKT-00616,CUST-0085,Integration,high,closed,26-Sep-2024-05:00,2024-09-26,2024/09/28,four,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jennifer,email,yes
TKT-00889,CUST-0204,account,med,IN_PROGRESS,03/20/2023 00:00+05:30,03/22/2023 00:00,2023-03-23T00:00:00,5 stars,User error - provided step-by-step guide.,Karen,,False
TKT-01844,CUST-0120,ACCOUNT,crit,resolved,"Sep 25, 2024+03:00",2024-09-28T00:00:00,null,5/5,Provided documentation link for the integration setup.,Robert,chat,no
